title,releaseDate,retailPrice
Air Streak Lite Back On Track,2019-12-27 23:59:59,110.0
adidas Superstar Adv Split White Black,2019-12-27 23:59:59,80.0
Kobe 5 Protro Chaos,2019-12-26 23:59:59,175.0
Air Flightposite 2 Black Clover,2019-12-26 23:59:59,200.0
Nike Daybreak Total Orange Dynamic Yellow (W),2019-12-26 23:59:59,120.0
Nike Daybreak University Red Gold Suede (W),2019-12-26 23:59:59,120.0
Converse Chuck Taylor All-Star 100 Hi Splitlogo White,2019-12-26 23:59:59,75.0
Converse Chuck Taylor All-Star 100 Hi Splitlogo Black,2019-12-26 23:59:59,75.0
New Balance OMN1S Money Stacks,2019-12-26 23:59:59,140.0
adidas Ozweego Core Black Reflective,2019-12-26 23:59:59,110.0
Asics Gel-Nandi 360 White Black,2019-12-25 23:59:59,150.0
Asics Lyte Classic Retro Tokyo,2019-12-24 23:59:59,90.0
New Balance MTX580 Gore-tex Navy,2019-12-24 23:59:59,165.0
New Balance MTX580 Gore-tex Black,2019-12-24 23:59:59,165.0
Jordan 1 High React Black Noble Red,2019-12-24 23:59:59,170.0
adidas Yeezy 700 V3 Azael,2019-12-23 23:59:59,200.0
Reebok Question Mid Heart Over Hype,2019-12-23 23:59:59,150.0
Vans Slip-On Exp Pro Navy Frost,2019-12-23 23:59:59,130.0
Reebok Instapump Fury Black Steel,2019-12-23 23:59:59,180.0
Reebok Instapump Fury White Excellent Red,2019-12-23 23:59:59,180.0
Reebok Instapump Fury Cold Grey Collegiate Navy,2019-12-23 23:59:59,180.0
adidas Torsion X Core Black Night Metallic,2019-12-23 23:59:59,180.0
Jordan 4 Retro Winterized Loyal Blue,2019-12-21 23:59:59,200.0
Jordan 4 Retro Winterized Loyal Blue (GS),2019-12-21 23:59:59,150.0
Converse Pro Leather Hi Raise Your Game,2019-12-21 23:59:59,100.0
Converse Pro Leather Ox Raise Your Game,2019-12-21 23:59:59,100.0
Air Max 90 Recraft Sail,2019-12-21 23:59:59,150.0
Vans Sk8-Hi Refract Pack Black,2019-12-21 23:59:59,65.0
Vans Sk8-Hi Refract Pack Black White,2019-12-21 23:59:59,65.0
adidas Consortium Runner V2 4D Collegiate Navy,2019-12-21 23:59:59,350.0
adidas Yeezy Boost 350 V2 Yecheil (Non-Reflective),2019-12-20 23:59:59,220.0
Nike Dunk Low Off-White Pine Green,2019-12-20 23:59:59,170.0
Nike Dunk Low Off-White Michigan,2019-12-20 23:59:59,170.0
Nike Dunk Low Off-White University Red,2019-12-20 23:59:59,170.0
Air Max 270 React Future Swoosh Pack,2019-12-20 23:59:59,150.0
Air Max 1 Future Swoosh Pack,2019-12-20 23:59:59,130.0
Air Max Plus Future Swoosh Pack,2019-12-20 23:59:59,160.0
Asics Metaride AMU Kengo Kuma,2019-12-20 23:59:59,330.0
adidas NMD R1 Goodbye Gravity Black,2019-12-20 23:59:59,130.0
adidas Nite Jogger Black Metallic Boost,2019-12-20 23:59:59,130.0
Jordan Dub Zero Triple Black,2019-12-20 23:59:59,160.0
Air Max 98 Kylian Mbappe,2019-12-20 23:59:59,175.0
adidas Yeezy Boost 350 V2 Yecheil (Kids),2019-12-20 23:59:59,160.0
adidas Yeezy Boost 350 V2 Yecheil (Infants),2019-12-20 23:59:59,140.0
adidas NMD R1 Meteor Shower,2019-12-20 23:59:59,130.0
adias BC Trainer size?,2019-12-20 23:59:59,99.0
adidas Terrex Free Hiker Gore-tex Kith Black,2019-12-20 23:59:59,250.0
Jordan XXXIV Black Digital Pink,2019-12-20 23:59:59,180.0
Nike Aqua Rift Multi (W),2019-12-20 23:59:59,140.0
adidas Terrex Free Hiker Kith,2019-12-20 23:59:59,250.0
adidas Speedfactory AM4 Star Wars The Force,2019-12-20 23:59:59,150.0
adidas Nite Jogger Core Black Solar Orange,2019-12-20 23:59:59,130.0
Jordan 1 Mid Rush Blue University Red (GS),2019-12-20 23:59:59,100.0
Jordan 1 Mid Black Amarillo Team Orange (GS),2019-12-20 23:59:59,100.0
adias BC Trainer size?,2019-12-20 23:59:59,99.0
Jordan 3 Retro SE Animal Instinct,2019-12-19 23:59:59,225.0
Air More Uptempo Black White Laser Crimson (GS),2019-12-19 23:59:59,130.0
Air Max 270 React Black Electric Green,2019-12-19 23:59:59,150.0
LeBron 7 X-Mas (2019),2019-12-19 23:59:59,175.0
Air Max 90 Light Cream Alligator,2019-12-19 23:59:59,140.0
LeBron 7 X-Mas 2019 (PS),2019-12-19 23:59:59,95.0
LeBron 7 X-Mas 2019 (GS),2019-12-19 23:59:59,150.0
Air Max 90 Lahar Escape Natural Indigo,2019-12-19 23:59:59,140.0
Converse Chuck Taylor All-Star 70s Hi Lay Zhang,2019-12-19 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Ox Lay Zhang,2019-12-19 23:59:59,90.0
adidas Yeezy Boost 350 V2 Yecheil (Reflective),2019-12-19 23:59:59,250.0
adidas Stadt Active Teal Flash Orange,2019-12-19 23:59:59,110.0
adidas Stadt Scarlet Glow Green,2019-12-19 23:59:59,110.0
Asics Gel-Kayano 5 OG Black Turquoise,2019-12-19 23:59:59,130.0
Asics Gel-Kayano 5 OG White Saffron,2019-12-19 23:59:59,130.0
adidas Yeezy Boost 700 Carbon Blue,2019-12-18 23:59:59,300.0
Jordan 1 Mid Sneakersnstuff 20th Anniversary,2019-12-18 23:59:59,140.0
Jordan Proto Max 720 Sneakersnstuff 20th Anniversary,2019-12-18 23:59:59,200.0
Jordan Mars 270 Sneakersnstuff 20th Anniversary,2019-12-18 23:59:59,160.0
adidas NMD R1 Star Wars Darth Vader,2019-12-17 23:59:59,130.0
adidas Yeezy Boost 350 V2 Yeezreel (Reflective),2019-12-17 23:59:59,250.0
Converse Chuck Taylor All-Star 70s Ox Marble,2019-12-17 23:59:59,90.0
Converse Chuck Taylor All-Star 70s Hi Marble,2019-12-17 23:59:59,100.0
adidas Yeezy 500 High Slate,2019-12-16 23:59:59,220.0
adidas Torsion TRDC Crystal White,2019-12-16 23:59:59,130.0
Vans Era Mismatch,2019-12-16 23:59:59,60.0
Vans Style 36 Mismatch,2019-12-16 23:59:59,65.0
adidas Adilette Boost Cloud White Core Black,2019-12-16 23:59:59,60.0
adidas Adilette Boost Triple Black,2019-12-16 23:59:59,60.0
adidas Adilette Boost White,2019-12-16 23:59:59,60.0
Nike Shox TL Pure Platinum,2019-12-15 23:59:59,170.0
Converse All-Star Pro BB Grinch,2019-12-15 23:59:59,140.0
adidas Ultra Boost DNA Chinese New Year White (2020),2019-12-15 23:59:59,150.0
adidas Ultra Boost 20 Chinese New Year Black (2020),2019-12-15 23:59:59,160.0
adidas Ultra Boost DNA Chinese New Year Black (2020),2019-12-15 23:59:59,150.0
adidas Ultra Boost 20 Chinese New Year White (2020),2019-12-15 23:59:59,160.0
adidas Ultra Boost 20 Chinese New Year Black Gold (2020),2019-12-15 23:59:59,160.0
Jordan 11 Retro Playoffs Bred 2019 (GS),2019-12-14 23:59:59,170.0
Jordan 11 Retro Playoffs Bred 2019 (PS),2019-12-14 23:59:59,90.0
Jordan 11 Retro Playoffs Bred 2019 (I),2019-12-14 23:59:59,50.0
Jordan 11 Retro Playoffs Bred (2019),2019-12-14 23:59:59,220.0
Jordan 11 Retro Playoffs Bred 2019 (TD),2019-12-14 23:59:59,70.0
adidas Yeezy Boost 350 V2 Yeezreel (Non-Reflective),2019-12-14 23:59:59,220.0
Nike SB Blazer Mid Oski Orange Label,2019-12-14 23:59:59,85.0
Air Force 1 Type Black Hyper Crimson,2019-12-14 23:59:59,140.0
adidas Crazy BYW X 2.0 Ubiq,2019-12-14 23:59:59,170.0
adidas PulseBoost HD Monocle Raw Khaki,2019-12-14 23:59:59,300.0
adidas PulseBoost HD Monocle Collegiate Navy,2019-12-14 23:59:59,300.0
Vans Slip On Bodega BMX,2019-12-14 23:59:59,70.0
Vans Sk8-Hi Bodega BMX,2019-12-14 23:59:59,100.0
New Balance 997S Black Blue,2019-12-14 23:59:59,110.0
LeBron 17 Global Currency,2019-12-13 23:59:59,200.0
Air Force 1 Low Metallic Gold (W),2019-12-13 23:59:59,150.0
Air Force 1 Low Metallic Chrome (W),2019-12-13 23:59:59,150.0
Under Armour Curry 7 Dub Nation (GS),2019-12-13 23:59:59,110.0
Converse All Star Chuck 70 Fear of God Essentials Grey,2019-12-13 23:59:59,110.0
New Balance 997 End Persian Rug (Regular Box),2019-12-13 23:59:59,225.0
Puma Lqd Cell One-Piece Pirate Flag,2019-12-13 23:59:59,150.0
Nike Zoom Pulse Black Teal Tint,2019-12-13 23:59:59,120.0
Nike Zoom Pulse Vast Grey Pink,2019-12-13 23:59:59,120.0
Air Max 1 G Swarovski (W),2019-12-13 23:59:59,140.0
Nike Free X Metcon 2 New England Patriots,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Pittsburgh Steelers,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Ohio State,2019-12-13 23:59:59,130.0
Nike Roshe G Swarovski (W),2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Alabama,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Georgia,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Michigan,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Chicago Bears,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Clemson,2019-12-13 23:59:59,130.0
Nike Free X Metcon 2 Texas,2019-12-13 23:59:59,130.0
Nike Cortez G Swarovski (W),2019-12-13 23:59:59,110.0
New Balance 997 End Persian Rug (Special Box),2019-12-13 23:59:59,225.0
Nike Waffle Racer Off-White Vivid Sky (W),2019-12-12 23:59:59,150.0
Nike Waffle Racer Off-White White (W),2019-12-12 23:59:59,150.0
Nike Waffle Racer Off-White Black (W),2019-12-12 23:59:59,150.0
adidas Yeezy Boost 380 Alien,2019-12-12 23:59:59,230.0
Nike Adapt Huarache Black Racer Blue (US Charger),2019-12-12 23:59:59,350.0
Nike Adapt Huarache Black Racer Blue (EU Charger),2019-12-12 23:59:59,350.0
Nike Adapt Huarache Black Racer Blue (UK Charger),2019-12-12 23:59:59,350.0
New Balance OMN1S City of Angels,2019-12-12 23:59:59,140.0
New Balance 997 Todd Snyder Hudson Train Station,2019-12-12 23:59:59,235.0
Air Zoom Victory Tour Seamus Golf,2019-12-12 23:59:59,200.0
Air Zoom SuperRep Barely Rose (W),2019-12-12 23:59:59,120.0
Air Zoom SuperRep Blue Void,2019-12-12 23:59:59,120.0
Vans Bold Ni Bender Pack,2019-12-12 23:59:59,120.0
Vans Bess Ni Bender Pack,2019-12-12 23:59:59,110.0
New Balance 574 Black Blue Red,2019-12-12 23:59:59,80.0
New Balance 574 Outer Glow Natural Indigo Bali Blue (W),2019-12-12 23:59:59,80.0
Air Force 1 Low Colin Kaepernick,2019-12-11 23:59:59,110.0
Jordan Sky Jordan 1 Fearless (PS),2019-12-11 23:59:59,60.0
Jordan Sky Jordan 1 Fearless (TD),2019-12-11 23:59:59,50.0
Puma Clyde The Hundreds,2019-12-11 23:59:59,110.0
New Balance 997 Sport Teal Brown,2019-12-11 23:59:59,110.0
Nike Dunk Low Viotech (2019),2019-12-10 23:59:59,120.0
adidas Y-3 Runner 4D Core Black,2019-12-10 23:59:59,600.0
Jordan 1 Mid Green Toe,2019-12-10 23:59:59,110.0
Air Force 1 Low Just Do It Barely Volt,2019-12-10 23:59:59,100.0
Jordan 1 Low SB QS Lance Mountain Desert Ore,2019-12-09 23:59:59,120.0
Air Max 1 Bronze Eclipse,2019-12-09 23:59:59,120.0
Vans Half Cab Pro Uprise Skateshop White,2019-12-09 23:59:59,75.0
Vans Half Cab Pro Uprise Skateshop Charcoal Grey,2019-12-09 23:59:59,75.0
Air Max 1 Bordeaux Desert Sand,2019-12-08 23:59:59,130.0
Air Force 1 Low Olivia Kim No Cover (W),2019-12-08 23:59:59,120.0
Jordan 1 Retro High Fearless Zoom,2019-12-07 23:59:59,175.0
Kyrie 6 Enlightenment,2019-12-07 23:59:59,130.0
Jordan 1 Mid SE Fearless Edison Chen CLOT,2019-12-07 23:59:59,140.0
Jordan 14 Retro Doernbecher (2019),2019-12-07 23:59:59,200.0
Nike Shox BB4 Black University Gold,2019-12-07 23:59:59,160.0
Air Force 1 Low Doernbecher 2019,2019-12-07 23:59:59,100.0
Air Max Triax 96 Doernbecher (2019),2019-12-07 23:59:59,130.0
Nike React Element 55 Doernbecher (2019),2019-12-07 23:59:59,130.0
Nike SB Zoom Janoski RM Doernbecher (2019),2019-12-07 23:59:59,90.0
Nike Zoom Pegasus Turbo 2 Doernbecher (2019),2019-12-07 23:59:59,180.0
Reebok Experiment 4 Fury Trail Pyer Moss Glory,2019-12-07 23:59:59,250.0
adidas Harden Vol. 4 Red Black,2019-12-07 23:59:59,130.0
adidas Superstar 80 Metropolitan Snakeskin,2019-12-07 23:59:59,100.0
adidas Predator 19+ 25 Years,2019-12-07 23:59:59,350.0
adidas Predator 19.1 25 Years,2019-12-07 23:59:59,200.0
Jordan 14 Retro Doernbecher (2019) (GS),2019-12-07 23:59:59,140.0
Vans Era Andorra Russet Brown (Billys Tokyo),2019-12-07 23:59:59,120.0
Vans Sk8-Hi Andorra Russet Brown (Billys Tokyo),2019-12-07 23:59:59,130.0
Air Force 1 Low A Ma Maniere Black,2019-12-07 23:59:59,170.0
New Balance 998 Purple Black,2019-12-07 23:59:59,180.0
New Balance 801 Prism Purple,2019-12-07 23:59:59,100.0
Reebok Instapump Fury Boost Black White Gum,2019-12-06 23:59:59,200.0
Reebok Instapump Fury Boost White Black Gum,2019-12-06 23:59:59,200.0
LeBron 17 Harlem Fashion Row,2019-12-06 23:59:59,200.0
adidas Ultra Boost 20 Triple Black,2019-12-06 23:59:59,180.0
adidas Ultra Boost 20 Core Black Night Metallic,2019-12-06 23:59:59,180.0
adidas Alphaedge 4D Black Iridescent,2019-12-06 23:59:59,300.0
adidas Ultra Boost 19 SNS Special Delivery,2019-12-06 23:59:59,180.0
adidas AW Puff Trainer Alexander Wang Cloud White,2019-12-06 23:59:59,250.0
adidas AW Puff Trainer Alexander Wang Matte Silver,2019-12-06 23:59:59,250.0
adidas AW B-Ball Soccer Alexander Wang Triple Black,2019-12-06 23:59:59,250.0
adidas AW Turnout Trainer Alexander Wang Core Black,2019-12-06 23:59:59,200.0
adidas AW Turnout Trainer Alexander Wang Light Brown,2019-12-06 23:59:59,200.0
adidas AW B-Ball Soccer Alexander Wang Clear Granite,2019-12-06 23:59:59,250.0
New Balance 990v5 Haven Black Reflective,2019-12-06 23:59:59,210.0
Vans Classic Slip-On VLT LX Damien Hirst Skull Splatter,2019-12-06 23:59:59,150.0
Vans Classic Slip-On VLT LX Damien Hirst Polka Dot Checkerboard,2019-12-06 23:59:59,200.0
Vans Sk8-Hi Reissue VLT LX Damien Hirst Polka Dots,2019-12-06 23:59:59,200.0
Vans Classic Slip-On VLT LX Damien Hirst Butterfly,2019-12-06 23:59:59,150.0
Vans Sk8-Hi Reissue VLT LX Damien Hirst Splatter Skull,2019-12-06 23:59:59,150.0
Vans Sk8-Hi Reissue VLT LX Damien Hirst Butterfly,2019-12-06 23:59:59,150.0
Vans Epoch Sport Firmament Modern Life Pack,2019-12-06 23:59:59,110.0
Vans Authentic Firmament Modern Life Pack,2019-12-06 23:59:59,95.0
Vans Slip-On Firmament Modern Life Pack,2019-12-06 23:59:59,95.0
Air Force 1 Low New York Sunshine Install Team AF2.0 Black (Regular Box),2019-12-06 23:59:59,250.0
Air Force 1 Low New York Sunshine Install Team AF2.0 White (Regular Box),2019-12-06 23:59:59,250.0
Air Force 1 Low New York Sunshine Install Team AF2.0 Black (Friends and Family Box),2019-12-06 23:59:59,250.0
Air Force 1 Low New York Sunshine Install Team AF2.0 White (Friends and Family Box),2019-12-06 23:59:59,250.0
adidas Ultra Boost 20 Dash Grey Blue Violet (W),2019-12-06 23:59:59,180.0
adidas Ultra Boost 20 Solar Red,2019-12-06 23:59:59,180.0
adidas Ultra Boost 20 Triple Black (W),2019-12-06 23:59:59,180.0
adidas Ultra Boost 20 Dash Grey Blue Metallic (W),2019-12-06 23:59:59,180.0
adidas Ultra Boost 2020 ISS US National Lab Core Black Blue Violet,2019-12-05 23:59:59,180.0
adidas Ultra Boost 2020 ISS US National Lab Dash Grey Blue Violet,2019-12-05 23:59:59,180.0
adidas Ultra Boost 2020 ISS US National Lab Solar Red,2019-12-05 23:59:59,180.0
adidas Ultra Boost 2020 ISS US National Lab Tech Indigo,2019-12-05 23:59:59,180.0
adidas Ultra Boost 2020 ISS US National Lab Dash Grey,2019-12-05 23:59:59,180.0
adidas Ultra Boost 2020 ISS US National Lab Core Black,2019-12-05 23:59:59,180.0
adidas Y-3 Rhisu Run Black,2019-12-05 23:59:59,300.0
adidas Y-3 Rhisu Run White,2019-12-05 23:59:59,300.0
adidas Y-3 Rhisu Run Multi,2019-12-05 23:59:59,300.0
Converse Chuck 70 Ox Classic Carhartt WIP Orange Realtree,2019-12-05 23:59:59,110.0
Converse Chuck 70 Ox Classic Carhartt WIP Black Corduroy,2019-12-05 23:59:59,110.0
Converse Jack Purcell Chukka Mid ASAP Nast Red,2019-12-05 23:59:59,130.0
Converse Jack Purcell Chukka Mid ASAP Nast,2019-12-05 23:59:59,130.0
Jordan 1 Mid Satin Grey Toe,2019-12-05 23:59:59,120.0
Jordan Why Not Zer0.2 SE TNT,2019-12-05 23:59:59,150.0
Asics Gel-Kayano 5 Jupiter (Billys Tokyo),2019-12-05 23:59:59,140.0
Air Max Triax 96 Varsity Royal,2019-12-05 23:59:59,130.0
Air Max Triax 96 White Red Black,2019-12-05 23:59:59,130.0
Air Max 98 Starfish (W),2019-12-05 23:59:59,180.0
Air Barrage Mid White Chrome Yellow (W),2019-12-05 23:59:59,140.0
Nike Vandalised LX Black Light Blue (W),2019-12-05 23:59:59,130.0
Air Max Triax 96 University Red,2019-12-05 23:59:59,130.0
New Balance OMN1S Black White,2019-12-04 23:59:59,140.0
New Balance OMN1S Neon Green,2019-12-04 23:59:59,140.0
adidas Pro Model 2G Cloud White Core Black,2019-12-04 23:59:59,100.0
adidas Pro Model 2G Core Black Cloud White,2019-12-04 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Hi size? Multipatch,2019-12-04 23:59:59,105.0
New Balance 1500 LFC Black,2019-12-04 23:59:59,220.0
Air Force 1 Low Kay Yow (W),2019-12-03 23:59:59,100.0
Nike Zoom VaporFly Next% Sail Black,2019-12-03 23:59:59,250.0
adidas NMD R1 Star Wars Yoda (GS),2019-12-02 23:59:59,110.0
adidas NMD R1 Star Wars Yoda,2019-12-02 23:59:59,130.0
adidas NMD R1 Star Wars Princess Leia (W),2019-12-02 23:59:59,130.0
Reebok Instapump Fury Alternate Camo,2019-12-02 23:59:59,175.0
adidas Rivalry Low Star Wars,2019-12-02 23:59:59,80.0
adidas Aloha Super Off White Core Black,2019-12-02 23:59:59,90.0
adidas SL 72 Raw Green,2019-12-02 23:59:59,90.0
adidas SL 80 Scarlet,2019-12-02 23:59:59,100.0
adidas SL 80 Cloud White Tech Indigo,2019-12-02 23:59:59,100.0
adidas Aloha Super Utility Black,2019-12-02 23:59:59,90.0
Jordan 12 Retro White Dark Grey,2019-12-02 23:59:59,190.0
Jordan 14 Retro SE Black Ferrari,2019-12-02 23:59:59,200.0
Jordan 12 Retro White Dark Grey (GS),2019-12-02 23:59:59,140.0
Jordan 12 Retro White Dark Grey (TD),2019-12-02 23:59:59,60.0
Jordan 12 Retro White Dark Grey (PS),2019-12-02 23:59:59,80.0
Air Force 1 LX Purple Agate (W),2019-12-02 23:59:59,120.0
Air Force 1 Low Metallic Bronze (W),2019-12-02 23:59:59,150.0
Air Max 1 G No Denim Allowed Navy,2019-12-02 23:59:59,140.0
Air Max 1 G Safari,2019-12-02 23:59:59,140.0
Air Max 95 Christmas Sweater (PS),2019-12-02 23:59:59,80.0
Air Max Tailwind 4 Metallic Red Bronze (W),2019-12-02 23:59:59,170.0
adidas Ultra Boost 19 Olive Beige,2019-12-01 23:59:59,180.0
Kobe 4 Protro Wizenard,2019-12-01 23:59:59,175.0
Air Force 1 Winter Gore-tex Sequoia,2019-12-01 23:59:59,200.0
Air Max Tailwind 4 White Black Gym Red (W),2019-12-01 23:59:59,160.0
Air Max 270 React Winter Cargo Khaki Baroque Brown,2019-12-01 23:59:59,160.0
Air Max 98 Space Suit,2019-12-01 23:59:59,180.0
Nike Shox Enigma White Aura Green Rose Gold (W),2019-12-01 23:59:59,135.0
Air Max Tailwind 4 99 SP Black,2019-12-01 23:59:59,180.0
Air Max Tailwind 4 99 SP Sail,2019-12-01 23:59:59,180.0
Nike React Element 55 Schematic,2019-12-01 23:59:59,130.0
Air Force 1 Low Gore-tex Midnight Navy,2019-12-01 23:59:59,150.0
adidas NMD R1 V2 Black White,2019-12-01 23:59:59,130.0
Reebok Electro 3D 97 Off The Hook,2019-12-01 23:59:59,160.0
Reebok Aztrek Double 10 Corso Como,2019-12-01 23:59:59,90.0
adidas ZX Torsion Collegiate Navy Grey Two (W),2019-12-01 23:59:59,130.0
adidas Stan Smith Gold Metallic (2019),2019-12-01 23:59:59,80.0
adidas NMD R1 Triple Black (2019),2019-12-01 23:59:59,130.0
adidas NMD V2 Footwear White Core Black,2019-12-01 23:59:59,130.0
adidas NMD V2 Core Black Gold Metallic,2019-12-01 23:59:59,130.0
adidas NMD V2 Cloud White Gold Metallic (W),2019-12-01 23:59:59,130.0
adidas FYW S-97 Salvation 032c,2019-12-01 23:59:59,210.0
adidas Stan Smith Silver Metallic (2019),2019-12-01 23:59:59,80.0
adidas NMD V2 Grey Two Silver Metallic,2019-12-01 23:59:59,130.0
adidas Nite Jogger Core Black Lush Blue,2019-12-01 23:59:59,130.0
adidas NMD V2 Grey Two Silver Metallic (GS),2019-12-01 23:59:59,110.0
adidas Nite Jogger Grey Two Gold Metallic,2019-12-01 23:59:59,130.0
adidas NMD V2 Core Black Gold Metallic (GS),2019-12-01 23:59:59,110.0
Jordan Mars 270 Black Metallic Silver,2019-12-01 23:59:59,160.0
Jordan 11 Retro Little Flex Black Court Purple (TD),2019-12-01 23:59:59,55.0
New Balance 1500 Neon Pink,2019-12-01 23:59:59,180.0
Puma RS-X Atmos Amazon Green,2019-12-01 23:59:59,130.0
Jordan 11 Retro White Metallic Silver (W),2019-11-30 23:59:59,220.0
Jordan 1 Mid SE Fearless Maison Chateau Rouge,2019-11-30 23:59:59,130.0
Jordan 6 Retro Alligator (TD),2019-11-30 23:59:59,60.0
Jordan 6 Retro Alligator (GS),2019-11-30 23:59:59,140.0
Jordan 6 Retro Alligator (PS),2019-11-30 23:59:59,80.0
Reebok Club C Stomper nanamica White,2019-11-30 23:59:59,110.0
Reebok Club C Stomper nanamica Black,2019-11-30 23:59:59,110.0
adidas SC Premiere 424 on Fairfax Chalk White,2019-11-30 23:59:59,140.0
adidas Pro Model 424 on Fairfax,2019-11-30 23:59:59,160.0
adidas SC Premiere 424 on Fairfax Black,2019-11-30 23:59:59,140.0
adidas Zoneboost Core Black Grey Four,2019-11-30 23:59:59,130.0
adidas Zoneboost Aero Blue Clear Orange,2019-11-30 23:59:59,130.0
adidas Zoneboost Onix,2019-11-30 23:59:59,130.0
adidas Posterize Carbon,2019-11-30 23:59:59,130.0
Vans Sk8-Mid Pro Alltimers True Navy,2019-11-30 23:59:59,80.0
Vans Sk8-Mid Pro Alltimers True White,2019-11-30 23:59:59,80.0
Jordan 1 Retro High Bloodline,2019-11-29 23:59:59,160.0
Jordan 1 Retro High Bloodline (GS),2019-11-29 23:59:59,120.0
Under Armour Curry 7 Sour Patch Kids Lime,2019-11-29 23:59:59,140.0
Under Armour Curry 7 Sour Patch Kids Peach,2019-11-29 23:59:59,140.0
adidas Ultra Boost Nice Kicks Woodstock Black,2019-11-29 23:59:59,200.0
adidas Ultra Boost All Terrain Neighborhood,2019-11-29 23:59:59,200.0
adidas Ultra Boost 19 Neighborhood,2019-11-29 23:59:59,200.0
Under Armour Curry 7 Sour Patch Kids Peach (GS),2019-11-29 23:59:59,110.0
Under Armour Curry 7 Sour Patch Kids Lime (GS),2019-11-29 23:59:59,110.0
Under Armour Curry 7 Beta Red (PS,2019-11-29 23:59:59,80.0
Under Armour Curry 7 Beta Red (GS),2019-11-29 23:59:59,110.0
Under Armour Curry 7 Beta Red,2019-11-29 23:59:59,140.0
adidas Dame 6 Black Red,2019-11-28 23:59:59,110.0
adidas Harden Vol. 4 Core Black Gold Metallic,2019-11-28 23:59:59,130.0
adidas Tresc Run Core Black Cloud White,2019-11-28 23:59:59,130.0
Air Foamposite One Shattered Backboard (I),2019-11-27 23:59:59,60.0
Air Foamposite One Shattered Backboard (TD),2019-11-27 23:59:59,80.0
Air Foamposite One Shattered Backboard (PS),2019-11-27 23:59:59,100.0
Air Foamposite One Shattered Backboard (GS),2019-11-27 23:59:59,180.0
Air Max 1 Time Capsule Pack,2019-11-27 23:59:59,130.0
Air Force 1 Low Dunk It Pack (GS),2019-11-27 23:59:59,85.0
Air Max Plus Time Capsule Pack,2019-11-27 23:59:59,160.0
Air Max 270 React Dunk It Pack (GS),2019-11-27 23:59:59,130.0
Air Max 270 React Time Capsule Pack,2019-11-27 23:59:59,150.0
Jordan 4 Retro Black Rush Violet (PS),2019-11-23 23:59:59,85.0
Jordan 4 Retro Black Rush Violet (GS),2019-11-23 23:59:59,150.0
Jordan 4 Retro What The (GS),2019-11-23 23:59:59,150.0
Jordan 4 Retro What The,2019-11-23 23:59:59,200.0
Jordan 4 Retro What The (TD),2019-11-23 23:59:59,70.0
Jordan 4 Retro What The (PS),2019-11-23 23:59:59,90.0
Jordan 4 Retro Black Rush Violet (TD),2019-11-23 23:59:59,65.0
adidas Yeezy 500 Stone,2019-11-23 23:59:59,200.0
adidas Yeezy 500 Stone (Infant),2019-11-23 23:59:59,100.0
adidas Yeezy 500 Stone (Kids),2019-11-23 23:59:59,130.0
adidas Ultra Boost 19 Universal Works White (W),2019-11-23 23:59:59,200.0
adidas Ultra Boost 19 Universal Works Sand (W),2019-11-23 23:59:59,200.0
Vans Bold Ni Rhude Red,2019-11-23 23:59:59,100.0
Air Max 90 Camo Croc,2019-11-22 23:59:59,160.0
Reebok Instapump Fury Boost Citron OG Meets OG,2019-11-22 23:59:59,200.0
Jordan 1 Mid Fearless Facetasm,2019-11-22 23:59:59,130.0
Kyrie 6 Black White,2019-11-22 23:59:59,130.0
Jordan 11 Retro Low Golf Cool Grey,2019-11-22 23:59:59,220.0
Reebok DMX Trail Shadow Grey Blue Orange,2019-11-22 23:59:59,200.0
Reebok Sole Fury Boost Black White,2019-11-22 23:59:59,175.0
Reebok Sole Fury Boost Black Hyper Green Red,2019-11-22 23:59:59,175.0
Reebok Sole Fury Boost True Grey Emerald,2019-11-22 23:59:59,175.0
Converse Chuck Taylor All-Star 70s Hi Chinatown Market x Batman Black,2019-11-22 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Hi Chinatown Market x Batman White,2019-11-22 23:59:59,100.0
New Balance 990v5 Shoe City x Eat,2019-11-22 23:59:59,175.0
New Balance 990v5 Shoe City x Eat (PS),2019-11-22 23:59:59,80.0
New Balance 990v5 Shoe City x Eat (GS),2019-11-22 23:59:59,100.0
Vans Sk8-Hi Nightmare Before Christmas Christmastown,2019-11-22 23:59:59,75.0
Vans Sk8-Hi Zip Nightmare Before Christmas Christmastown (TD),2019-11-22 23:59:59,50.0
Air Max 200 Legend of Her Pack (W),2019-11-21 23:59:59,130.0
Air Max 270 React Legend of Her Pack (W),2019-11-21 23:59:59,160.0
adidas Ultra Boost S&L Star Wars X-Wing,2019-11-21 23:59:59,180.0
adidas Alphaedge 4D Star Wars Death Star,2019-11-21 23:59:59,300.0
