title,releaseDate,retailPrice
adidas Ultra Boost 19 Star Wars Millennium Falcon,2019-11-21 23:59:59,180.0
Puma x Balmain Cell Stellar,2019-11-21 23:59:59,400.0
Converse Pro Leather Pleasures,2019-11-21 23:59:59,110.0
Puma RS-X3 Rubik's Cube,2019-11-21 23:59:59,110.0
Puma RS-X3 Puzzle Puma White,2019-11-21 23:59:59,110.0
Puma RS-X3 Puzzle White Yellow,2019-11-21 23:59:59,110.0
Puma RS-X3 Puzzle Rapture Rose (W),2019-11-21 23:59:59,110.0
Puma RS-X3 Puzzle Beetroot Purple (W),2019-11-21 23:59:59,110.0
Puma RS-X3 Rubik's Cube (GS),2019-11-21 23:59:59,90.0
New Balance 993 MIU Blue,2019-11-20 23:59:59,175.0
New Balance 993 MIU Black,2019-11-20 23:59:59,175.0
New Balance 993 MIU Grey,2019-11-20 23:59:59,175.0
New Balance 997 Sport Slate Green Camo,2019-11-20 23:59:59,130.0
Converse Chuck Taylor All-Star 70s Hi Kith x Disney Black,2019-11-18 23:59:59,140.0
Converse Chuck Taylor All-Star 70s Hi Kith x Disney Egret,2019-11-18 23:59:59,140.0
Converse Chuck Taylor All-Star 70s Hi Kith x Disney Fur,2019-11-18 23:59:59,140.0
Converse Chuck Taylor All-Star Hi Millie Bobby Brown (W),2019-11-18 23:59:59,75.0
Converse Chuck Taylor All-Star 70s Hi Millie Bobby Brown,2019-11-18 23:59:59,90.0
Converse Chuck Taylor All-Star Ox Millie Bobby Brown (W),2019-11-18 23:59:59,70.0
Converse Chuck Taylor All-Star Ox Millie Bobby Brown (PS),2019-11-18 23:59:59,50.0
Converse Chuck Taylor All-Star Hi Millie Bobby Brown (PS),2019-11-18 23:59:59,55.0
New Balance 997 Barf,2019-11-18 23:59:59,220.0
New Balance 997S Baited,2019-11-18 23:59:59,200.0
adidas Speedfactory AM4 Toronto Raptors World Champs,2019-11-17 23:59:59,150.0
adidas ZX 8000 Light Aqua,2019-11-16 23:59:59,155.0
Air Force 1 Low Travis Scott Cactus Jack,2019-11-16 23:59:59,160.0
Air Force 1 Low Travis Scott Cactus Jack (TD),2019-11-16 23:59:59,65.0
Air Force 1 Low Travis Scott Cactus Jack (PS),2019-11-16 23:59:59,75.0
adidas Ozweego Pusha T Mystery Brown,2019-11-16 23:59:59,150.0
adidas Ozweego Pusha T Tech Mineral,2019-11-16 23:59:59,150.0
adidas Malmo City Series,2019-11-16 23:59:59,110.0
adidas D.O.N. Issue #1 Shock Yellow,2019-11-16 23:59:59,100.0
adidas Yung-1 Night Jungle Purple,2019-11-16 23:59:59,130.0
adidas Yung-1 Night Jungle Mint,2019-11-16 23:59:59,130.0
Converse Chuck Taylor All-Star 70s Hi One Block Down Black,2019-11-16 23:59:59,120.0
Converse Chuck Taylor All-Star 70s Hi One Block Down Egret,2019-11-16 23:59:59,120.0
Asics Gel-Korika Kiko Kostadinov Grey,2019-11-16 23:59:59,210.0
Asics Gel-Korika Kiko Kostadinov Multi Pink (W),2019-11-16 23:59:59,210.0
Asics Gel-Korika Kiko Kostadinov Multi Blue (W),2019-11-16 23:59:59,210.0
Asics Gel-Korika Kiko Kostadinov Black,2019-11-16 23:59:59,210.0
Vans Sk8-Hi Gore-tex Brown Purple (Billys Tokyo Exclusive),2019-11-16 23:59:59,160.0
Vans Slip-On Pro Baker Rowan,2019-11-16 23:59:59,70.0
Vans Era Plaid Is Not Dead Pack,2019-11-16 23:59:59,55.0
Vans Sk8-Hi Plaid Is Not Dead Pack,2019-11-16 23:59:59,95.0
Vans Old Skool Gore-tex Navy Burgundy (Billys Tokyo Exclusive),2019-11-16 23:59:59,150.0
Vans Old Skool Gore-tex White Blue (Billys Tokyo Exclusive),2019-11-16 23:59:59,150.0
Vans Era Pro Baker Kader,2019-11-16 23:59:59,65.0
Vans Classic Slip-On Plaid Is Not Dead Pack,2019-11-16 23:59:59,55.0
Vans Sk8-Hi Gore-tex Black Green (Billys Tokyo Exclusive),2019-11-16 23:59:59,160.0
Vans Old Skool Pro Baker Dollin,2019-11-16 23:59:59,70.0
Vans Old Skool Plaid Is Not Dead Pack (Pastel),2019-11-16 23:59:59,60.0
Vans Old Skool Plaid Is Not Dead Pack (Multi),2019-11-16 23:59:59,60.0
adidas Harden Vol. 4 Cookies & Cream,2019-11-15 23:59:59,130.0
Nike Zoom Freak 1 Atmosphere Grey,2019-11-15 23:59:59,120.0
Jordan 1 Mid SE Fearless Melody Ehsani (W),2019-11-15 23:59:59,130.0
LeBron 17 Red Carpet,2019-11-15 23:59:59,200.0
LeBron 17 Red Carpet (GS),2019-11-15 23:59:59,160.0
LeBron 17 University Red (TD),2019-11-15 23:59:59,60.0
LeBron 17 Red Carpet (PS),2019-11-15 23:59:59,95.0
New Balance Test Run Project 3.0 Multi-Color (W),2019-11-15 23:59:59,180.0
New Balance Test Run Project 3.0 Multi-Color,2019-11-15 23:59:59,180.0
Nike Adapt Huarache Hyper Jade (US Charger),2019-11-15 23:59:59,350.0
Nike Air Max 90 PRM Platinum Crimson/Bright Purple (W),2019-11-15 23:59:59,150.0
Nike Zoom Moc South Beach,2019-11-15 23:59:59,140.0
Air Max Tailwind 4 Plaid Olive,2019-11-15 23:59:59,140.0
Nike M2k Tekno Half Blue (W),2019-11-15 23:59:59,130.0
adidas Ultra Boost 19 Wood Wood Black,2019-11-15 23:59:59,200.0
adidas Ultra Boost 19 Wood Wood Linen,2019-11-15 23:59:59,200.0
adidas Lxcon 94 size? Vietnam,2019-11-15 23:59:59,128.0
Converse Chuck Taylor All-Star 70s Hi Feng Chen Wang White,2019-11-15 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Hi Feng Chen Wang Carbon Grey,2019-11-15 23:59:59,100.0
Asics Gel-Lyte V Transformers Autobots,2019-11-15 23:59:59,130.0
Nike Vapor Street Off-White Black Laser Fuchsia (W),2019-11-14 23:59:59,190.0
Nike Vapor Street Off-White Tour Yellow (W),2019-11-14 23:59:59,190.0
Nike Vapor Street Off-White Polarized Blue (W),2019-11-14 23:59:59,190.0
Jordan 1 Low React Fearless Ghetto Gastro,2019-11-14 23:59:59,160.0
New Balance OMN1S Bated Black Teal,2019-11-14 23:59:59,140.0
Nike Air Force 1 Type Black Royal,2019-11-14 23:59:59,140.0
Air Max 720 Horizon Black,2019-11-14 23:59:59,240.0
Nike Joyride Run Flyknit Electric Green,2019-11-14 23:59:59,180.0
Air Max 720 Horizon Black Rainbow,2019-11-14 23:59:59,240.0
Air Max 720 Horizon White,2019-11-14 23:59:59,240.0
Air Vapor Untouchable Pro 3 Odell Beckham Jr Patches,2019-11-14 23:59:59,140.0
adidas Rivalry Hi Chinese Singles Day (2019),2019-11-14 23:59:59,110.0
adidas Torsion X Orchid Tint (W),2019-11-14 23:59:59,170.0
Converse Chuck Taylor All-Star 70s Ox Undercover The New Warriors Camo,2019-11-14 23:59:59,120.0
Converse Chuck Taylor All-Star 70s Hi Undercover The New Warriors Camo,2019-11-14 23:59:59,130.0
New Balance Roav Trainer Liverpool FC,2019-11-13 23:59:59,90.0
Jordan XXXIV Guo Ailun,2019-11-13 23:59:59,180.0
Converse Chuck Taylor All-Star 70s Hi Quad Rip-Stop Multi,2019-11-13 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Hi Quad Rip-Stop Black,2019-11-13 23:59:59,100.0
New Balance 990v5 Beams,2019-11-12 23:59:59,255.0
Jordan Why Not Zer0.2 SE Scorpio,2019-11-12 23:59:59,130.0
Jordan 5 Retro Island Green,2019-11-11 23:59:59,225.0
Air Force 1 Low Clot Blue Silk,2019-11-11 23:59:59,250.0
Nike Kyrie 6 Preheat Collection Heal The World,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection New York City,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Los Angeles,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Houston,2019-11-11 23:59:59,130.0
Kyrie 6 Preheat Collection Heal the World (GS),2019-11-11 23:59:59,110.0
Nike Kyrie 6 Preheat Collection Miami,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Berlin,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Tokyo,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Manila,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Guangzhou,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Shanghai,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Beijing,2019-11-11 23:59:59,130.0
Nike Kyrie 6 Preheat Collection Taipei,2019-11-11 23:59:59,130.0
Air Max 270 React Amethyst Tint (W),2019-11-11 23:59:59,150.0
adidas Alphaedge 4D Reflective Black,2019-11-11 23:59:59,300.0
adidas Alphaedge 4D Reflective White,2019-11-11 23:59:59,300.0
adidas NMD R1 Gore-tex Core Black Solar Yellow,2019-11-11 23:59:59,80.0
adidas Rivalry Low Chinese Singles Day (2019),2019-11-11 23:59:59,90.0
Converse Chuck Taylor All-Star 70 Golf Le Fleur Chenille,2019-11-11 23:59:59,110.0
Converse GLF Gianno Ox Biscotti,2019-11-11 23:59:59,120.0
Converse GLF Gianno Ox Meerkat,2019-11-11 23:59:59,120.0
Converse GLF Gianno Ox Vintage White,2019-11-11 23:59:59,130.0
Air VaporMax Plus Metallic Silver Hyper Royal,2019-11-10 23:59:59,190.0
Nike React Type GTX Black Bright Ceramic,2019-11-10 23:59:59,150.0
Nike Xarr Obsidian El Dorado,2019-11-10 23:59:59,150.0
Nike Xarr Black,2019-11-10 23:59:59,150.0
Nike Xarr Medium Olive,2019-11-10 23:59:59,150.0
Nike Joyride Optik Black Light Blue Crimson (W),2019-11-10 23:59:59,180.0
adidas Speedfactory AM4 Team Vitality VIT.01,2019-11-10 23:59:59,175.0
Vans Sk8-Hi Pro Punk Pack,2019-11-10 23:59:59,90.0
Vans Berle Pro Punk Pack,2019-11-10 23:59:59,80.0
Jordan 13 Retro Black Island Green (GS),2019-11-09 23:59:59,140.0
Jordan 13 Retro Black Island Green,2019-11-09 23:59:59,190.0
adidas Stan Smith SNS 20th Anniversary,2019-11-09 23:59:59,120.0
adidas Adilette SNS 20th Anniversary,2019-11-09 23:59:59,70.0
Jordan 1 Mid SE Fearless Blue the Great,2019-11-09 23:59:59,130.0
Air Max 270 React Winter Wolf Grey Total Orange,2019-11-09 23:59:59,160.0
Air Max 270 React Winter Black Dark Grey,2019-11-09 23:59:59,160.0
adidas ZX 4000 4D SNS Los Angeles Sunset,2019-11-09 23:59:59,300.0
adidas ZX 4000 4D SNS Los Angeles Sunrise,2019-11-09 23:59:59,300.0
adidas Stan Smith Metal Gold Metallic,2019-11-09 23:59:59,120.0
adidas Stan Smith Metal Silver Metallic,2019-11-09 23:59:59,120.0
Reebok Zig Kinetica Concept Type 1 White Black Purple Green,2019-11-08 23:59:59,180.0
Air Footscape Olivia Kim No Cover (W),2019-11-08 23:59:59,150.0
Air Mowabb Olivia Kim No Cover (W),2019-11-08 23:59:59,190.0
Air Max 98 Olivia Kim No Cover (W),2019-11-08 23:59:59,190.0
Jordan 4 Retro Olivia Kim No Cover (W),2019-11-08 23:59:59,190.0
Kobe AD NXT FF Queen,2019-11-08 23:59:59,200.0
Converse Chuck Taylor All-Star 70s Hi Feng Chen Wang Sleet (W),2019-11-08 23:59:59,100.0
Jordan 8 Retro N7 (2019),2019-11-07 23:59:59,200.0
Air Force 1 Low N7 Pendleton (2019),2019-11-07 23:59:59,120.0
Air Max 95 Lux Supreme Triple Black,2019-11-07 23:59:59,500.0
Air Max 95 Lux Supreme Blue,2019-11-07 23:59:59,500.0
Air Max 95 Lux Supreme Red,2019-11-07 23:59:59,500.0
Nike Zoom Heritage N7 Pendleton,2019-11-07 23:59:59,145.0
adidas Type O-3 OAMC Core Black (W),2019-11-07 23:59:59,390.0
adidas Type O-3 OAMC Off White (W),2019-11-07 23:59:59,390.0
Nike React Element 55 Kendrick Lamar,2019-11-05 23:59:59,150.0
Air Max 720 OBJ Odell Beckham Jr Black,2019-11-05 23:59:59,200.0
adidas Ozweego Orchid Tint,2019-11-05 23:59:59,110.0
adidas Ozweego Core Black Bright Cyan,2019-11-05 23:59:59,110.0
Puma Hi Octn Need for Speed,2019-11-05 23:59:59,130.0
adidas Ultra Boost Grey Silver,2019-11-04 23:59:59,180.0
Air Force 1 Mid Plaid Brown,2019-11-03 23:59:59,115.0
Vans Sk8-Hi Mix & Match,2019-11-03 23:59:59,65.0
Jordan 1 Retro High Fearless UNC Chicago,2019-11-02 23:59:59,160.0
Air Fear of God 1 Oatmeal,2019-11-02 23:59:59,350.0
Reebok Answer 5 BBC Icecream (ComplexCon 2019),2019-11-02 23:59:59,160.0
adidas Yeezy 500 Soft Vision,2019-11-02 23:59:59,200.0
adidas Aloha Super Wallenberg,2019-11-02 23:59:59,90.0
adidas Yeezy 500 Soft Vision (Kids),2019-11-02 23:59:59,130.0
adidas Yeezy 500 Soft Vision (Infant),2019-11-02 23:59:59,100.0
adidas ZX8000 Overkill No Walls Needed Blue,2019-11-02 23:59:59,145.0
adidas ZX8000 Overkill No Walls Needed Yellow,2019-11-02 23:59:59,145.0
adidas ZX8000 Overkill No Walls Needed Pack,2019-11-02 23:59:59,290.0
Reebok Experiment 4 Trail Fury Pyer Moss,2019-11-02 23:59:59,277.0
Kyrie 5 Keep Sue Fresh,2019-11-02 23:59:59,140.0
New Balance 860 V2 End,2019-11-02 23:59:59,109.0
Kobe 4 Protro FTB Snake,2019-11-02 23:59:59,175.0
Kyrie 5 Keep Sue Fresh Sue Bird (GS),2019-11-02 23:59:59,110.0
Air Max Plus Fade Blue Hero Volt (GS),2019-11-02 23:59:59,140.0
Air Max Plus Fade Chrome Yellow Bright Crimson (GS),2019-11-02 23:59:59,140.0
Air Max Plus Fade Blue Pink (GS),2019-11-02 23:59:59,140.0
Converse Chuck Taylor All-Star Hi Frozen 2 White,2019-11-02 23:59:59,65.0
Converse Chuck Taylor All-Star 70s Hi Frozen 2 White,2019-11-02 23:59:59,110.0
Converse Japan All Star 100 Hi Sophnet. x N.Hoolywood,2019-11-02 23:59:59,147.0
Converse Chuck Taylor All-Star Hi Frozen 2 White (TD),2019-11-02 23:59:59,40.0
Converse Chuck Taylor All-Star Hi Frozen 2 White (PS),2019-11-02 23:59:59,45.0
Converse Chuck Taylor All-Star Hi Frozen 2 Anna (PS),2019-11-02 23:59:59,45.0
Converse Chuck Taylor All-Star Low Frozen 2 Black (PS),2019-11-02 23:59:59,40.0
Converse Chuck Taylor All-Star Low Frozen 2 Black,2019-11-02 23:59:59,60.0
Converse Chuck Taylor All-Star Hi Frozen 2 Anna (TD),2019-11-02 23:59:59,40.0
Converse Chuck Taylor All-Star Hi Frozen 2 Elsa (TD),2019-11-02 23:59:59,40.0
Converse Chuck Taylor All-Star Low Frozen 2 Black (TD),2019-11-02 23:59:59,35.0
Converse Chuck Taylor All-Star Low Frozen 2 White Black,2019-11-02 23:59:59,60.0
Converse Chuck Taylor All-Star Low Frozen 2 Olaf (TD),2019-11-02 23:59:59,35.0
Converse Chuck Taylor All-Star Hi Frozen 2 White Black,2019-11-02 23:59:59,65.0
Converse Chuck Taylor All-Star Hi Frozen 2 Elsa (PS),2019-11-02 23:59:59,45.0
Puma RS-X3 Level Up Black,2019-11-02 23:59:59,105.0
Puma RS-X3 Level Up White,2019-11-02 23:59:59,105.0
Vans Authentic Feature Sinners Club Part II,2019-11-02 23:59:59,165.0
Vans Old Skool Feature Sinners Club Part II,2019-11-02 23:59:59,160.0
Vans Authentic Elastic Lace Feature Sinners Club Part II (TD),2019-11-02 23:59:59,90.0
Vans Old Skool V Feature Sinners Club Part II (TD),2019-11-02 23:59:59,85.0
Air Force 1 Shell Cream (W),2019-11-01 23:59:59,150.0
Air Force 1 Shell Black (W),2019-11-01 23:59:59,150.0
Air Force 1 Low What The LA,2019-11-01 23:59:59,130.0
Jordan 11 Crib Bootie White Platinum (TD),2019-11-01 23:59:59,55.0
Air Barrage Mid Black,2019-11-01 23:59:59,140.0
Kyrie Low 2 Sunset,2019-11-01 23:59:59,110.0
KD 12 Blue Glaze,2019-11-01 23:59:59,150.0
Nike Joyride Optik Coral Stardust (W),2019-11-01 23:59:59,180.0
Nike Lunarglide+ 3 N7 (2011),2019-11-01 23:59:59,100.0
Nike Lunarglide+ 3 N7 2011 (W),2019-11-01 23:59:59,100.0
adidas Tyshawn Scarlet,2019-11-01 23:59:59,85.0
adidas Barcelona 99 Manchester United,2019-11-01 23:59:59,115.0
adidas Crustar Descendant Olive Stripes,2019-11-01 23:59:59,170.0
adidas Crustar Descendant Grey Stripes,2019-11-01 23:59:59,170.0
adidas Continental 80 Mesa,2019-11-01 23:59:59,80.0
adidas Yung-1 Trail Raw Khaki,2019-11-01 23:59:59,130.0
Air Force 1 Shell Midnight Turquoise (W),2019-11-01 23:59:59,150.0
Air Force 1 Low Shibuya White,2019-11-01 23:59:59,110.0
Air More Uptempo White Anthracite Snakeskin (PS),2019-11-01 23:59:59,95.0
Air Force 1 Low Shibuya Black,2019-11-01 23:59:59,110.0
Air More Uptempo White Anthracite Snakeskin (TD),2019-11-01 23:59:59,75.0
Kobe AD NXT FF Vast Grey Blue Hero,2019-11-01 23:59:59,200.0
Air Force 1 Gore-tex High Phantom White,2019-11-01 23:59:59,200.0
Air Force 1 Gore-tex High Triple Black,2019-11-01 23:59:59,200.0
Air Force 1 Type White Black Volt,2019-11-01 23:59:59,140.0
Nike Drop Type Lx Wolf Grey Total Orange,2019-11-01 23:59:59,75.0
Air Max 1 Por La Familia,2019-11-01 23:59:59,130.0
Nike P-6000 Metallic Gold (W),2019-11-01 23:59:59,100.0
Air Max 1 Por La Familia (W),2019-11-01 23:59:59,130.0
Air Flight 89 Black White (2019),2019-11-01 23:59:59,120.0
Asics Gel-Lyte V Olive,2019-11-01 23:59:59,110.0
Asics Gel-Quantum 360 5 Olive,2019-11-01 23:59:59,150.0
Asics Gel-1090 White Black (W),2019-11-01 23:59:59,100.0
Asics Gel-Fuji Trabuco 7 G-TX Beams,2019-11-01 23:59:59,175.0
Asics Gel-1090 White Black,2019-11-01 23:59:59,100.0
Puma Clyde OG Dreamville,2019-11-01 23:59:59,90.0
Jordan 12 Retro Reverse Taxi,2019-11-01 23:59:59,190.0
Jordan 1 Mid Half Blue Polka Dot Swoosh (GS),2019-11-01 23:59:59,90.0
Jordan 12 Retro Reverse Taxi (GS),2019-11-01 23:59:59,140.0
Jordan 1 Flyease Bred White Toe (GS),2019-11-01 23:59:59,100.0
Jordan 1 Mid Bow Black Noble Red (GS),2019-11-01 23:59:59,100.0
adidas Harden Vol. 4 Candy Paint,2019-10-31 23:59:59,130.0
Jordan 7 Retro Black Patent (W),2019-10-31 23:59:59,190.0
adidas Speedfactory AM4 Cryptic Waves,2019-10-31 23:59:59,150.0
adidas Rivalry Low Pony Hair,2019-10-31 23:59:59,90.0
Nike SB Dunk Low Night of Mischief Halloween,2019-10-31 23:59:59,90.0
adidas Harden Vol. 4 Candy Paint (GS),2019-10-31 23:59:59,110.0
Air Max 720 Undercover Red,2019-10-31 23:59:59,200.0
Air Max 720 Undercover Black,2019-10-31 23:59:59,200.0
New Balance OMN1S Heat Wave,2019-10-31 23:59:59,140.0
Asics Gel-BND Mega Man,2019-10-31 23:59:59,100.0
Vans Slide-On Save Our Planet,2019-10-31 23:59:59,45.0
Vans Sk8-Hi Re-Issue Save Our Planet White Black,2019-10-31 23:59:59,80.0
Vans UltraRange Rapidweld Save Our Planet,2019-10-31 23:59:59,100.0
Vans Sk8-Hi Dia de Los Muertos (2019),2019-10-31 23:59:59,65.0
Vans Era Save Our Planet (PS),2019-10-31 23:59:59,45.0
Vans Sk8-Hi Zip Save Our Planet Multi (PS),2019-10-31 23:59:59,55.0
Vans Sk8-Hi Zip Save Our Planet Multi (TD),2019-10-31 23:59:59,50.0
Vans Slip-On Forgotten Bones,2019-10-31 23:59:59,55.0
Vans Sk8-Hi Re-Issue Save Our Planet Multi,2019-10-31 23:59:59,80.0
Vans Era Elastic Lace Save Our Planet (TD),2019-10-31 23:59:59,40.0
New Balance Numeric 213 Pumpkin,2019-10-31 23:59:59,75.0
Air Force 1 Low Shibuya Halloween,2019-10-30 23:59:59,140.0
LeBron 7 NFW Red Carpet (2019),2019-10-29 23:59:59,200.0
New Balance 991 MiE Aries Neon,2019-10-29 23:59:59,250.0
New Balance 991 MiE Aries Grey,2019-10-29 23:59:59,250.0
adidas PulseBoost HD Missoni Raw White,2019-10-29 23:59:59,200.0
adidas PulseBoost HD Missoni Core Black,2019-10-29 23:59:59,200.0
adidas PulseBoost HD Missoni Tech Mint,2019-10-29 23:59:59,200.0
adidas PulseBoost HD Missoni Core Burgundy,2019-10-29 23:59:59,200.0
LeBron 7 NFW Red Carpet 2019 (GS),2019-10-29 23:59:59,150.0
Air Max 270 React Camo,2019-10-29 23:59:59,150.0
LeBron 7 NFW Red Carpet 2019 (PS),2019-10-29 23:59:59,95.0
New Balance 991 Camo Pack,2019-10-29 23:59:59,210.0
New Balance 991 Aries Orange (W),2019-10-29 23:59:59,250.0
New Balance MTL575 Camo Pack,2019-10-29 23:59:59,180.0
New Balance 577 Camo Pack,2019-10-29 23:59:59,200.0
Vans Era SF Warped Checkerboard Marshmallow,2019-10-29 23:59:59,60.0
Kyrie 5 Rokit Welcome Home,2019-10-28 23:59:59,140.0
Converse All-Star Pro BB Hyperbrights Pack,2019-10-28 23:59:59,160.0
Nike Zoom Freak 1 Noble Red,2019-10-27 23:59:59,110.0
Nike Zoom Freak 1 Noble Red (GS),2019-10-27 23:59:59,90.0
adidas Harden Vol. 4 Pink Lemonade,2019-10-26 23:59:59,130.0
Jordan 1 Retro High Shattered Backboard 3.0,2019-10-26 23:59:59,160.0
Jordan 1 Retro High Shattered Backboard 3.0 (GS),2019-10-26 23:59:59,120.0
Reebok Club C Revenge Bronze 56K White,2019-10-26 23:59:59,130.0
Reebok Club C Revenge Bronze 56K Black,2019-10-26 23:59:59,130.0
adidas Ozweego Tech Clear Brown,2019-10-26 23:59:59,140.0
adidas Ozweego Tech Clear Granite,2019-10-26 23:59:59,140.0
KD 12 YouTube,2019-10-26 23:59:59,150.0
adidas Nite Jogger OG 3M,2019-10-26 23:59:59,100.0
adidas Oslo Black Gold Gum,2019-10-26 23:59:59,110.0
Air Max 720 Waves White,2019-10-26 23:59:59,190.0
Air Max 720 Waves Blue Void Black,2019-10-26 23:59:59,190.0
KD 12 YouTube (GS),2019-10-26 23:59:59,130.0
Vans Bold Ni Rhude Black,2019-10-26 23:59:59,100.0
Vans Bold Ni Rhude Navy,2019-10-26 23:59:59,100.0
Air Max 90 Undefeated White Solar Red (PS),2019-10-25 23:59:59,75.0
Air Max 90 Undefeated Black Solar Red (PS),2019-10-25 23:59:59,75.0
Air Max 90 Undefeated Black Solar Red (TD),2019-10-25 23:59:59,50.0
Air Force 1 Low Black Skeleton,2019-10-25 23:59:59,130.0
Air Max 95 Day of the Dead (2019),2019-10-25 23:59:59,170.0
Converse Chuck Taylor All-Star 70s Hi Light Sequin,2019-10-25 23:59:59,90.0
Converse Pro Leather Mid Sequin,2019-10-25 23:59:59,100.0
Vans Sk8-Hi size? Halloween (2019),2019-10-25 23:59:59,97.0
Vans Slip-On Floral Chenille (Billys Tokyo),2019-10-25 23:59:59,70.0
Kyrie 5 Spongebob Pineapple House,2019-10-24 23:59:59,130.0
Nike React Sertu Faded Spruce,2019-10-24 23:59:59,150.0
Kyrie 5 Spongebob Pineapple House (GS),2019-10-24 23:59:59,110.0
Kyrie 5 Spongebob Pineapple House (PS),2019-10-24 23:59:59,80.0
Kyrie 5 Spongebob Pineapple House (TD),2019-10-24 23:59:59,55.0
Air More Uptempo Black White Laser Crimson,2019-10-24 23:59:59,160.0
Vans Sk8-Hi Cap Violet Indigo Reflective,2019-10-24 23:59:59,95.0
Vans Static CC MTE Turtledove,2019-10-24 23:59:59,95.0
Vans Static CC MTE Grape Leaf,2019-10-24 23:59:59,95.0
Vans Static CC MTE Black,2019-10-24 23:59:59,95.0
adidas Ozweego Icey Pink Trace Maroon (W),2019-10-23 23:59:59,110.0
Reebok Question Mid Double Cross,2019-10-23 23:59:59,160.0
New Balance OMN1S White Gold,2019-10-23 23:59:59,140.0
Nike PG 3 NASA Apollo 14,2019-10-23 23:59:59,120.0
Nike PG 3 NASA Apollo 14 (GS),2019-10-23 23:59:59,100.0
Reebok Question Mid Double Cross (GS),2019-10-23 23:59:59,100.0
New Balance 990v5 Kawhi Leonard White Gold,2019-10-23 23:59:59,175.0
Jordan 1 Retro High Fearless Metallic Rose Gold (W),2019-10-22 23:59:59,160.0
adidas Yung-1 Trail Core Black Solar Yellow,2019-10-22 23:59:59,120.0
Jordan 1 Mid SE Come Fly With Me (GS),2019-10-22 23:59:59,100.0
Air Ghost Racer New York Marathon,2019-10-22 23:59:59,130.0
New Balance 997H Cordura Oyster,2019-10-22 23:59:59,110.0
New Balance 997H Cordura Black,2019-10-22 23:59:59,110.0
New Balance 997H Cordura Khaki,2019-10-22 23:59:59,110.0
Air Max Tailwind 4 White Blue Yellow,2019-10-21 23:59:59,160.0
Nike Alphadunk Carbon Fiber,2019-10-20 23:59:59,180.0
Nike Alphadunk Frank Rudy,2019-10-20 23:59:59,180.0
Nike Alphadunk Flight Huarache,2019-10-20 23:59:59,180.0
New Balance M1500 United Arrows,2019-10-20 23:59:59,278.0
Asics Gel-Kayano 5 OG Chemist Creations Marshmallow,2019-10-20 23:59:59,190.0
Jordan 10 Retro Seattle (GS),2019-10-19 23:59:59,140.0
Jordan 10 Retro Seattle,2019-10-19 23:59:59,190.0
adidas Harden Vol. 4 Scarlet,2019-10-19 23:59:59,130.0
adidas Harden Vol. 4 Grey Three Cloud White,2019-10-19 23:59:59,130.0
adidas Harden Vol. 4 Black White,2019-10-19 23:59:59,130.0
adidas Harden Vol. 4 Royal Bright Blue,2019-10-19 23:59:59,130.0
adidas Yeezy Boost 700 Teal Blue,2019-10-19 23:59:59,300.0
adidas Harden Vol. 4 Royal White,2019-10-19 23:59:59,130.0
adidas Harden Vol. 4 Black White,2019-10-19 23:59:59,130.0
adidas Harden Vol. 4 Scarlet White,2019-10-19 23:59:59,130.0
adidas Harden Vol. 4 Grey White,2019-10-19 23:59:59,130.0
Air Max 90 The Basement London,2019-10-19 23:59:59,140.0
New Balance 878 End Grey Gull,2019-10-19 23:59:59,125.0
Nike P 6000 SE Light Soft Pink (W),2019-10-19 23:59:59,100.0
Converse Chuck Taylor All-Star 70s Hi Ambush White,2019-10-19 23:59:59,180.0
Converse Pro Leather Hi Ambush Black,2019-10-19 23:59:59,160.0
Vans Authentic Sour Solution,2019-10-19 23:59:59,75.0
Vans Sk8-Hi Sour Solution,2019-10-19 23:59:59,85.0
Puma Trailfox Overland Ader error,2019-10-19 23:59:59,185.0
Puma Clyde Hardwood White Pink,2019-10-18 23:59:59,120.0
Puma Clyde Hardwood White Black,2019-10-18 23:59:59,120.0
Puma Clyde Hardwood White Green,2019-10-18 23:59:59,120.0
adidas Speedfactory AM4 Marvel 80 Vol. 2,2019-10-18 23:59:59,150.0
adidas Speedfactory AM4 Marvel 80 Vol. 1,2019-10-18 23:59:59,150.0
Reebok Answer 5 Black Silver,2019-10-18 23:59:59,140.0
Reebok Daytona DMX II BlackEyePatch,2019-10-18 23:59:59,120.0
Jordan 7 Retro Patta Icicle,2019-10-18 23:59:59,200.0
Air Foamposite One Graffiti (GS),2019-10-18 23:59:59,180.0
Air Foamposite One Graffiti (TD),2019-10-18 23:59:59,80.0
Air Foamposite One Graffiti (I),2019-10-18 23:59:59,60.0
Air Foamposite One Graffiti (PS),2019-10-18 23:59:59,100.0
