id,brand,colorway,gender,releaseDate,retailPrice,title,year
b7da9311-ea90-4b57-8fb6-b9d5a9f71d4d,adidas,Cloud White/Signal Green/Glory Blue,men,2020-01-31 23:59:59,150.0,adidas CodeChaos Signal Green,2020
bff4ecd7-e43e-413a-860a-b3adaa57fbd3,adidas,Grey Two/Grey Three/Solar Red,men,2020-01-31 23:59:59,130.0,adidas CodeChaos Sport Grey Three,2020
c71be181-4d70-4601-80b9-dbe94fbb3cbe,adidas,Grey Three/Cloud White/Core Black,men,2020-01-31 23:59:59,150.0,adidas CodeChaos Grey Three,2020
ce63a961-1cb7-43c1-a787-1cbb2509a131,adidas,Cloud White/Core Black/Signal Green,child,2020-01-31 23:59:59,70.0,adidas CodeChaos Boa Cloud White Core Black (GS),2020
cf5e84be-5a9f-4d6b-bbc1-0f4d6aaac505,adidas,Cloud White/Metal Grey/Light Solid Grey,men,2020-01-31 23:59:59,150.0,adidas CodeChaos Cloud White,2020
d8b523c5-ad3e-40b5-a9eb-1a81340096bd,adidas,Cloud White/Cloud White/Signal Green,women,2020-01-31 23:59:59,130.0,adidas CodeChaos Signal Green (W),2020
f5390a43-1f49-4779-afbf-a0f048335754,adidas,Metal Grey/Crystal White/Purple Tint,women,2020-01-31 23:59:59,130.0,adidas CodeChaos Metal Grey (W),2020
0ddaabe9-371d-40cb-808e-69d3319fdd18,Nike,Black/Black-Anthracite-Black,women,2020-01-30 23:59:59,225.0,Air VaporMax 360 Triple Black (W),2020
30fb88c0-c761-4328-847e-44285f1ab8b8,Nike,Blue Void/Kinetic Green-Magic Ember,women,2020-01-30 23:59:59,225.0,Air VaporMax 360 Blue Void Magic Ember (W),2020
5394152a-1e28-4b07-af04-c7e7a10336c1,Jordan,White/Black-Court Purple-Total Orange-Pine Green,child,2020-01-30 23:59:59,140.0,Jordan 13 Retro Playground (GS),2020
b6eac3a5-b427-4406-af5d-880fc1c519ec,Jordan,White/Black-Court Purple-Total Orange-Pine Green,toddler,2020-01-30 23:59:59,60.0,Jordan 13 Retro Playground (TD),2020
9ae0b01a-c7bb-4c93-ae92-e5068d5a13d0,Jordan,Oil Grey/Black-White,women,2020-01-30 23:59:59,190.0,Jordan 5 Retro Oil Grey (W),2020
057d8549-1c74-40fa-addc-7b05d8e01af7,Jordan,White/Black-Court Purple-Total Orange-Pine Green,preschool,2020-01-30 23:59:59,80.0,Jordan 13 Retro Playground (PS),2020
12ae670a-69b9-41d3-becd-c37884315989,Nike,Vast Grey/Particle Grey-Pure Platinum-White,men,2020-01-30 23:59:59,225.0,Air VaporMax 360 OG Grey Red,2020
16cfbcb6-ef49-4402-8305-92459d34d13f,Nike,Thunderstorm/Pure Platinum-Sail,men,2020-01-30 23:59:59,100.0,Nike Blazer Mid 77 Suede Thunderstorm,2020
ecf27d76-e477-44ce-a056-1d030d404202,Nike,Photon Dust/Summit White-Barely Rose,women,2020-01-30 23:59:59,170.0,Air Max 270 React Eng Photo Dust (W),2020
b69c86b2-4ba8-4715-ba01-294b4567c1b5,Nike,Laser Crimson/Laser Orange,men,2020-01-30 23:59:59,170.0,Air Max 270 React Eng Laser Crimson Laser Orange,2020
